_id,pin,number,total_amount
3551991,0233M00098000000,1,45.36
3551992,0233M00103000000,1,110.68
3551993,0233M00104000000,15,102.34
3551994,0233M00106000000,13,11413.12
3551995,0233M00133000000,1,1693.5
3551996,0233M00139000000,1,1024.9
3551997,0233N00006000000,1,1169
3551998,0233N00006030100,2,2337.5
3551999,0233N00006030700,5,5158.11
3552000,0233N00022000000,15,417.96
3552001,0233N00039000000,5,4143.71
3552002,0233N00055000000,31,13151.54
3552003,0233N00057000000,4,602.69
3552004,0233N00060000000,56,125.49
3552005,0233N00061000000,21,6283.99
3552006,0233N00066000000,1,141.9
3552007,0233N00068000000,16,9951.38
3552008,0233N00071000000,3,141.43
3552009,0233N00072000000,17,823.73
3552010,0233N00073000000,33,17005.92
3552011,0233N00083000000,11,4667.15
3552012,0233N00084000000,1,885.89
3552013,0233N00096000000,1,456.44
3552014,0233N00106000000,1,783.25
3552015,0233N00130000000,1,144.5
3552016,0233P00004000000,53,85.39
3552017,0233P00007000000,1,189.2
3552018,0233P00011000000,47,1457.87
3552019,0233P00022000000,1,111.15
3552020,0233P00027000000,56,151.51
3552021,0233P00032000000,4,6034.5
3552022,0233P00079000000,114,1547.48
3552023,0233P00098000000,1,5038.5
3552024,0233P00122000000,1,461.78
3552025,0233P00169000000,12,12771.29
3552026,0233P00183000000,4,5750.75
3552027,0233P00188000000,70,728.77
3552028,0233R00008000000,2,188.73
3552029,0233R00210000000,1,1002.76
3552030,0233R00215000000,1,811.91
3552031,0234A00052000000,1,416.72
3552032,0234A00169000000,1,316.4
3552033,0234B00058000000,5,6529.19
3552034,0234B00207000000,3,8833.43
3552035,0234B00213000000,4,4862.8
3552036,0234E00113000000,1,3839.09
3552037,0234E00131000000,1,842.8
3552038,0234E00158000000,1,69.15
3552039,0234E00180000000,73,6968.85
3552040,0234E00185000000,120,2225.1
3552041,0234E00186000000,88,1810.57
3552042,0234E00188000000,16,2799.11
3552043,0234E00199000000,1,502.23
3552044,0234E00262000000,3,27.72
3552045,0234E00263000000,11,23129.3
3552046,0234E00275000000,1,1299.05
3552047,0234E00278000000,68,16051.44
3552048,0234E00293000000,1,399.69
3552049,0234E00295000000,1,2578.9
3552050,0234F00001000000,1,489.63
3552051,0234F00084000000,1,1630.9
3552052,0234F00125000000,1,212
3552053,0234F00275000000,77,7766.41
3552054,0234F00280000000,103,1049.16
3552055,0234F00281000000,76,5789.77
3552056,0234F00283000000,82,952.61
3552057,0234F00284000000,84,1126.5
3552058,0234H00167000000,1,24.3
3552059,0234H00350000000,41,38.77
3552060,0234J00020000000,138,7838.46
3552061,0234J00026000000,31,35290.33
3552062,0234J00032000000,4,18.63
3552063,0234J00040000000,94,7354.16
3552064,0234J00085000000,5,9288.13
3552065,0234J00094000000,1,3153.5
3552066,0234J00110000000,1,508.8
3552067,0234J00114000000,1,1102.4
3552068,0234J00116000000,1,971.94
3552069,0234J00144000000,1,282.4
3552070,0234J00148000000,2,2214.21
3552071,0234J00154000000,85,2885.74
3552072,0234J00155000000,69,1325.55
3552073,0234J00156000000,90,2435.32
3552074,0234J00158000000,15,3092.16
3552075,0234J00159000000,7,3810.08
3552076,0234J00160000000,92,1995.79
3552077,0234J00233000000,1,7.23
3552078,0234J00333000000,124,893.99
3552079,0234J00368000000,1,1410.66
3552080,0234K00007000000,2,81.2
3552081,0234K00009000000,65,750.32
3552082,0234K00011000000,11,8262.79
3552083,0234K00013000000,70,746.15
3552084,0234K00021000000,107,1296.27
3552085,0234K00042000000,5,1456.25
3552086,0234K00044000000,1,1238.92
3552087,0234K00050000000,107,1295.07
3552088,0234K00052000000,11,268.18
3552089,0234K00054000000,11,268.18
3552090,0234K00056000000,11,268.18
3552091,0234K00058000000,11,268.18
3552092,0234K00060000000,14,598
3552093,0234K00070000000,1,2149.15
3552094,0234K00137000000,11,1012.73
3552095,0234K00141000000,12,6571.12
3552096,0234K00152000000,2,492.3
3552097,0234K00158000000,107,924.86
3552098,0234K00164000000,3,710.39
3552099,0234K00192000000,84,874.63
3552100,0234K00194000000,77,847.21
3552101,0234K00196000000,108,924.4
3552102,0234K00266000000,1,178.79
3552103,0234K00290000000,113,3468.68
3552104,0234K00304000000,1,95.08
3552105,0234L00066000000,2,58.83
3552106,0234M00026000000,4,6009.01
3552107,0234M00086000000,4,5031.72
3552108,0234M00088000000,1,853.14
3552109,0234M00132000000,1,902.14
3552110,0234N00008000000,3,4072.62
3552111,0234N00012000000,3,3800.46
3552112,0234N00045000000,2,3493.43
3552113,0234N00086000000,1,3424.65
3552114,0234N00110000000,74,6118.78
3552115,0234N00112000000,26,9899.76
3552116,0234N00114000000,15,4523.89
3552117,0234N00165000000,4,749.99
3552118,0234N00167000000,2,1327.27
3552119,0234N00168000000,1,1209.52
3552120,0234N00172000000,1,331.1
3552121,0234N00174000000,3,1770
3552122,0234N00182000000,1,44.55
3552123,0234N00190000000,1,1012.43
3552124,0234N00196000000,2,1099.2
3552125,0234N00234000000,6,13985.68
3552126,0234N00262000000,1,1128.9
3552127,0234N00282000000,12,5985.92
3552128,0234N00290000000,1,202.96
3552129,0234N00302000000,1,579.6
3552130,0234N00310000000,1,1600.99
3552131,0234N00320000000,1,3993.55
3552132,0234N00331000000,11,7251.35
3552133,0234P00021000000,8,14461.18
3552134,0234P00058000000,5,11389.77
3552135,0234P00165120700,1,1807.3
3552136,0234P00165220500,1,1206.24
3552137,0234P00165610400,1,1409.31
3552138,0234P00310000000,28,5603.34
3552139,0234R00004000000,1,1999.16
3552140,0234R00030000000,6,6272.42
3552141,0234R00034000000,1,567.79
3552142,0234R00220000000,1,451.72
3552143,0234R00238000000,49,26546.51
3552144,0234R00244000000,4,4127.29
3552145,0234R00246000000,1,558.76
3552146,0234S00038000000,1,128.2
3552147,0234S00058000000,1,956.8
3552148,0234S00130000000,1,1387.71
3552149,0235A00006000000,1,639.53
3552150,0235A00013000000,1,1180.88
3552151,0235A00054000000,2,1550.34
3552152,0235A00087000000,1,1289.96
3552153,0235A00090000000,1,335.2
3552154,0235A00094000000,1,1161.02
3552155,0235A00099000000,1,396
3552156,0235A00109000000,107,893.78
3552157,0235A00111000000,108,1223.38
3552158,0235A00118000000,1,278.8
3552159,0235A00120000000,2,300.16
3552160,0235A00124000000,2,1233.59
3552161,0235A00126000000,2,913.08
3552162,0235A00128000000,15,8628.38
3552163,0235A00135000000,92,9231.15
3552164,0235A00154000000,2,1459.64
3552165,0235A00183000000,2,46.85
3552166,0235A00185000000,17,10681.42
3552167,0235A00187000000,133,8684.36
3552168,0235A00190000000,1,1548.87
3552169,0235A00200000000,67,1164.25
3552170,0235A00208000000,3,502.14
3552171,0235A00216000000,111,1562.14
3552172,0235A00219000000,19,6421.53
3552173,0235A00222000000,1,953.04
3552174,0235A00229000000,11,9742.51
3552175,0235A00241000000,3,2491.7
3552176,0235A00242000000,48,6781.77
3552177,0235A00257000000,9,11827.99
3552178,0235A00262000000,1,1009.65
3552179,0235A00306000000,5,730.93
3552180,0235A00307000000,17,3628.42
3552181,0235A00311000000,6,1646.44
3552182,0235A00327000000,1,2072.3
3552183,0235A00328000000,1,1788.75
3552184,0235A00330000000,50,8184.46
3552185,0235A00337000000,35,31008.21
3552186,0235A00341000000,1,740.22
3552187,0235B00018000000,1,185.89
3552188,0235B00030000000,1,1.06
3552189,0235B00034000000,43,48.62
3552190,0235B00035000000,106,1332.31
3552191,0235B00046000000,126,8437.99
3552192,0235B00078000000,1,132.24
3552193,0235B00082000000,5,639.68
3552194,0235B00086000000,34,5767.21
3552195,0235B00094000000,1,907.15
3552196,0235B00121000000,1,1339.11
3552197,0235B00148000000,21,8485.99
3552198,0235B00236000000,5,7786.19
3552199,0235B00238000000,18,840.93
3552200,0235B00240000002,113,8925.82
3552201,0235B00244000000,58,16368.53
3552202,0235B00249000000,5,5636.05
3552203,0235B00262000000,1,1849.7
3552204,0235B00268000000,27,6448.86
3552205,0235B00280000000,107,4689.11
3552206,0235B00284000000,66,4948.16
3552207,0235B00295000000,5,3556.97
3552208,0235B00297000000,1,50.61
3552209,0235B00308000000,5,2192.68
3552210,0235B00311000000,7,332.43
3552211,0235B00314000000,7,2946.07
3552212,0235B00316000000,70,6085.98
3552213,0235B00370000000,1,5.8
3552214,0235C00072000000,4,4742.01
3552215,0235C00082000000,5,7156.63
3552216,0235C00132000000,12,80
3552217,0235C00230000000,3,3340.14
3552218,0235C00238000000,5,6671.25
3552219,0235C00250000000,3,4230.71
3552220,0235C00253000000,6,168.09
3552221,0235D00030000000,63,13060.69
3552222,0235D00040000000,1,339.2
3552223,0235D00096000000,1,653.94
3552224,0235D00150000000,3,607.5
3552225,0235E00007000000,20,15949.32
3552226,0235E00012000000,60,4481.26
3552227,0235E00014000000,10,6703.6
3552228,0235E00016000000,16,6337.52
3552229,0235E00018000000,2,342.98
3552230,0235E00020000000,1,923.05
3552231,0235E00074000000,87,2065.24
3552232,0235E00087000000,1,2113.96
3552233,0235E00089000000,117,1747.94
3552234,0235E00090000000,115,1739
3552235,0235E00092000000,124,1842.51
3552236,0235E00097000000,104,1915.78
3552237,0235E00142000000,2,1072
3552238,0235E00158000000,46,1157.29
3552239,0235E00159000000,46,1427.92
3552240,0235E00161000000,46,1427.92
3552241,0235E00162000000,46,1427.92
3552242,0235E00163000000,47,1552.39
3552243,0235E00165000000,45,5475.81
3552244,0235E00167000000,2,312.3
3552245,0235E00175000000,89,127.26
3552246,0235E00177000000,1,1001.63
3552247,0235E00185000000,42,25110.62
3552248,0235E00196000000,1,246.89
3552249,0235E00212000000,120,2093.4
3552250,0235E00223000000,125,7452.19
3552251,0235E00225000000,26,4663.45
3552252,0235E00227000000,38,4210.92
3552253,0235E00238000000,112,1906.98
3552254,0235E00244000000,3,1053.93
3552255,0235E00270000000,1,1286.19
3552256,0235E00280000000,7,1476.34
3552257,0235E00281000000,2,17.64
3552258,0235E00288000000,1,547.67
3552259,0235E00289000000,1,547.67
3552260,0235E00290000000,1,547.67
3552261,0235E00291000000,1,547.67
3552262,0235E00296000000,7,5009.63
3552263,0235E00303000000,136,7090.69
3552264,0235E00305000000,23,11276
3552265,0235E00310000000,18,13711.36
3552266,0235E00312000000,5,6437.62
3552267,0235E00314000000,27,21649.36
3552268,0235E00316000000,103,5491.82
3552269,0235E00321000000,136,12406.88
3552270,0235E00323000000,1,300.83
3552271,0235E00334000000,1,1827.78
3552272,0235E00370000000,2,1777
3552273,0235E00372000000,5,8147.51
3552274,0235F00016000000,1,572
3552275,0235F00019000000,105,1828.94
3552276,0235F00079000000,81,1302.71
3552277,0235F00090000000,72,9837.94
3552278,0235F00110000000,1,1452.2
3552279,0235F00112000000,2,22.21
3552280,0235F00114000000,4,511.36
3552281,0235F00120000000,34,17077.39
3552282,0235F00150000000,18,7634.73
3552283,0235F00155000000,19,13686.66
3552284,0235G00008000000,84,5342.49
3552285,0235G00010000000,107,2658.82
3552286,0235G00018000000,137,6541.05
3552287,0235G00028000000,121,4839.18
3552288,0235G00032000000,51,3040.48
3552289,0235G00034000000,106,2409.6
3552290,0235G00048000000,25,10193.67
3552291,0235G00068000000,6,6393.39
3552292,0235G00075000001,2,29.7
3552293,0235G00080000000,34,15914.25
3552294,0235G00107000000,7,681.02
3552295,0235G00114000000,1,2.36
3552296,0235G00116000000,11,1345.23
3552297,0235G00121000000,97,1130.94
3552298,0235G00122000000,22,167.88
3552299,0235G00128000000,30,13245.52
3552300,0235G00131000000,11,3156.75
3552301,0235G00132000000,48,339.89
3552302,0235G00133000000,112,431.55
3552303,0235G00134000000,12,49.95
3552304,0235G00136000000,4,214.32
3552305,0235G00137000000,66,402.58
3552306,0235G00139000000,116,947.39
3552307,0235G00140000000,89,626.5
3552308,0235G00142000000,16,85.95
3552309,0235G00145000000,15,107.5
3552310,0235G00147000000,24,132.15
3552311,0235G00148000000,55,1082.94
3552312,0235G00149000000,64,403.03
3552313,0235G00150000000,20,69.88
3552314,0235G00151000000,19,124.96
3552315,0235G00174000000,3,1772.99
3552316,0235G00175000000,3,31.62
3552317,0235G00180000000,1,159.29
3552318,0235G00185000000,58,5348.06
3552319,0235G00202000000,29,5013.37
3552320,0235G00218000000,15,261.22
3552321,0235G00223000000,1,232.88
3552322,0235G00264000000,3,7381.07
3552323,0235G00297000000,3,1202.77
3552324,0235G00350000000,12,80.61
3552325,0235G00366000000,1,548.53
3552326,0235H00019000000,70,955.41
3552327,0235H00021000000,73,736.49
3552328,0235H00022000000,103,1244.33
3552329,0235H00024000000,109,636.68
3552330,0235H00025000000,2,277.2
3552331,0235H00026000000,38,470.22
3552332,0235H00027000000,39,520.21
3552333,0235H00028000000,85,634.14
3552334,0235H00036000000,38,775.46
3552335,0235H00037000000,106,560.85
3552336,0235H00047000000,15,3793.18
3552337,0235H00062000000,12,69.54
3552338,0235H00066000000,40,2101.11
3552339,0235H00067000000,73,797.87
3552340,0235H00068000000,72,597.11
3552341,0235H00069000000,23,2661.71
3552342,0235H00070000000,113,748.93
3552343,0235H00071000000,50,1162.52
3552344,0235H00080000000,50,1453.56
3552345,0235H00085000000,116,1363.24
3552346,0235H00087000000,56,1056.49
3552347,0235H00092000000,116,1297.3
3552348,0235H00098000000,55,720.87
3552349,0235H00099000000,56,487.32
3552350,0235H00100000000,43,662.19
3552351,0235H00103000000,39,695.3
3552352,0235H00105000000,2,581.55
3552353,0235H00120000000,103,763.72
3552354,0235H00122000000,115,905.77
3552355,0235H00129000000,77,1588.71
3552356,0235H00140000000,111,3159.29
3552357,0235H00147000000,32,5554.54
3552358,0235H00174000000,3,80.42
3552359,0235H00175000000,112,1379.43
3552360,0235H00176000000,111,1377.74
3552361,0235H00179000000,41,713.05
3552362,0235H00180000000,100,1003.02
3552363,0235H00186000000,109,5207.93
3552364,0235H00198000000,15,576.27
3552365,0235H00200000000,70,734.17
3552366,0235H00204000000,73,5429.83
3552367,0235H00206000000,12,81.04
3552368,0235H00209000000,14,405.71
3552369,0235H00216000000,27,401.42
3552370,0235H00227000000,25,9074.8
3552371,0235H00234000000,57,7545.81
3552372,0235H00236000000,33,17433.21
3552373,0235H00240000000,6,4935.09
3552374,0235H00245000000,112,676.47
3552375,0235H00246000000,112,676.48
3552376,0235H00248000000,87,869.82
3552377,0235H00263000000,14,446.61
3552378,0235H00282000000,14,173.78
3552379,0235H00286000000,15,222.12
3552380,0235H00295000000,14,320.75
3552381,0235J00001000000,115,1807.61
3552382,0235J00002000000,113,1802.99
3552383,0235J00004000000,98,1735.02
3552384,0235J00006000000,2,2123.64
3552385,0235J00008000000,26,5779.98
3552386,0235J00009000000,49,1375.56
3552387,0235J00010000000,3,3295.72
3552388,0235J00013000000,2,2851.45
3552389,0235J00016000000,86,4720.78
3552390,0235J00020000000,127,7549.83
3552391,0235J00027000000,4,5096.53
3552392,0235J00029000000,11,4702.68
3552393,0235J00038000000,1,4.9
3552394,0235J00040000000,22,13929.55
3552395,0235J00044000000,3,2744.55
3552396,0235J00047000000,20,12612.59
3552397,0235J00048000000,21,3278.06
3552398,0235J00051000000,75,6170.79
3552399,0235J00060000000,25,270.81
3552400,0235J00062000000,119,5270.37
3552401,0235J00072000000,1,966.54
3552402,0235J00075000000,1,1193.32
3552403,0235J00080000000,2,3493.43
3552404,0235J00084000000,1,2276.35
3552405,0235J00087000000,1,1521.1
3552406,0235J00098000000,2,2015.5
3552407,0235J00102000000,2,2129.96
3552408,0235J00104000000,18,6446.79
3552409,0235J00107000000,28,32746.27
3552410,0235J00115000000,42,9944.36
3552411,0235J00132000000,18,10080.23
3552412,0235J00133000000,4,1133.52
3552413,0235J00145000000,16,12111
3552414,0235J00147000000,1,263.24
3552415,0235J00158000000,11,6561.69
3552416,0235J00161000000,3,2394.57
3552417,0235J00162000000,10,8348.23
3552418,0235J00164000000,14,20132.04
3552419,0235J00171000000,9,7919.84
3552420,0235J00178000000,1,903.65
3552421,0235J00183000000,3,4056.39
3552422,0235J00184000000,4,1520
3552423,0235J00194000000,12,11913.02
3552424,0235J00197000000,33,22624.92
3552425,0235J00199000000,2,3041.04
3552426,0235J00210000000,52,3477.76
3552427,0235J00220000000,4,1465.9
3552428,0235J00222000000,8,592.91
3552429,0235J00223000000,58,5151.98
3552430,0235J00251000000,4,1870.66
3552431,0235J00254000000,1,2104.1
3552432,0235J00256000000,5,6157.41
3552433,0235J00262000000,9,4824.66
3552434,0235J00279000000,9,5379.8
3552435,0235J00287000000,1,4.26
3552436,0235J00289000000,1,1336.41
3552437,0235J00290000000,3,2084.57
3552438,0235J00295000000,8,5286.66
3552439,0235J00300000000,1,25.2
3552440,0235J00310000000,1,223.65
3552441,0235J00313000000,34,14125.11
3552442,0235J00318000000,12,15289.99
3552443,0235J00328000000,8,5670.12
3552444,0235K00010000000,92,11410.38
3552445,0235K00025000000,112,8141.96
3552446,0235K00075000000,2,1852.92
3552447,0235K00105000000,7,15050.26
3552448,0235K00125000000,28,14485.22
3552449,0235K00210000000,70,9157.97
3552450,0235L00025000000,14,2600.34
3552451,0235L00027000000,15,9055.57
3552452,0235L00028000000,92,849.15
3552453,0235L00039000000,27,7922.2
3552454,0235L00041000000,12,7547.92
3552455,0235L00060000000,17,1980.37
3552456,0235L00062000000,112,2037.4
3552457,0235L00069000000,18,208.15
3552458,0235L00075000000,80,979.97
3552459,0235L00076000000,57,8387.17
3552460,0235L00077000000,56,5807.68
3552461,0235L00083000000,11,86.34
3552462,0235L00095000000,13,8512.73
3552463,0235L00098000000,10,1877.75
3552464,0235L00100000000,16,2820.53
3552465,0235L00101000000,88,873.16
3552466,0235L00106000000,17,219.12
3552467,0235L00107000000,109,485.56
3552468,0235L00108000000,10,40.39
3552469,0235L00109000000,109,485.56
3552470,0235L00110000000,112,569.07
3552471,0235L00111000000,27,156.27
3552472,0235L00113000000,1,2.36
3552473,0235L00117000000,2,23.49
3552474,0235L00119000000,1,795.04
3552475,0235L00121000000,109,530.21
3552476,0235L00122000000,18,171.85
3552477,0235L00125000000,93,440.53
3552478,0235L00126000000,12,49.95
3552479,0235L00250000000,9,3360.33
3552480,0235L00255000000,48,15207.68
3552481,0235L00308000000,4,3032.7
3552482,0235M00006000000,26,240.87
3552483,0235M00020000000,1,602.54
3552484,0235M00032000000,95,675.43
3552485,0235M00033000000,108,692.59
3552486,0235M00042000000,33,6211.49
3552487,0235M00047000000,112,535.26
3552488,0235M00050000000,87,5828.19
3552489,0235M00054000000,14,1644.28
3552490,0235M00056000000,12,49.95
3552491,0235M00057000000,89,502.92
3552492,0235M00058000000,14,314.11
3552493,0235M00060000000,73,481.64
3552494,0235M00068000000,2,1820.8
3552495,0235M00074000000,1,138
3552496,0235M00082000000,36,312.08
3552497,0235M00083000000,1,5
3552498,0235M00085000000,5,77.5
3552499,0235M00086000000,65,3678.93
3552500,0235M00088000000,64,643.58
3552501,0235M00089000000,109,522.1
3552502,0235M00090000000,26,282.91
3552503,0235M00091000000,30,2797.06
3552504,0235M00098000000,49,3920.48
3552505,0235M00102000000,39,5294.08
3552506,0235M00104000000,86,880.61
3552507,0235M00105000000,1,1.42
3552508,0235M00106000000,105,635.17
3552509,0235M00107000000,61,543.36
3552510,0235M00109000000,23,8808.97
3552511,0235M00110000000,3,1399.95
3552512,0235M00117000000,18,7683.75
3552513,0235M00130000000,62,1168.45
3552514,0235M00132000000,96,1342.41
3552515,0235M00134000000,12,3910.32
3552516,0235M00136000000,73,930.45
3552517,0235M00137000000,1,338.79
3552518,0235M00138000000,9,42.59
3552519,0235M00156000000,20,7881.64
3552520,0235M00160000000,1,375.84
3552521,0235M00165000000,6,7317.53
3552522,0235M00166000000,9,5283.57
3552523,0235M00170000000,1,459.54
